uWUE,ETmax,precipAvail,Gavail,GSmax,CO2avail,G1,EF,EFampl,GPPsat,NEPmax,Rb,Rbmax,aCUE,TZ,nyears,SITE_ID,year,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,IGBP
2.6469328446576,0.222268403934892,yes,yes,0.0148110654083912,yes,1.65214184064919,0.354142469173173,0.251609437076209,17.6025929691087,17.634605,NA,NA,NA,-7,18,US-Vcp,2007,35.8624,-106.5974,2485.37,ENF
3.2275430235442,0.168407502276811,yes,yes,0.0149517233998001,yes,3.86949502022072,0.281362896616997,0.182670177560779,17.0385203299802,17.318954,NA,NA,NA,-7,18,US-Vcp,2008,35.8624,-106.5974,2485.37,ENF
3.47578904293695,0.170384769211818,yes,yes,0.0114651251005701,yes,1.4204102893827,0.28545480243316,0.165885041215934,18.6236367111495,18.562096,NA,NA,NA,-7,18,US-Vcp,2009,35.8624,-106.5974,2485.37,ENF
3.24460104511831,0.206678848253231,yes,yes,0.00174565222684836,yes,-0.759520251043023,0.330742171125091,0.224919582004988,18.674451139705,19.25768,NA,NA,NA,-7,18,US-Vcp,2010,35.8624,-106.5974,2485.37,ENF
2.64771071101166,0.161318716366467,yes,yes,0.000856412068921145,yes,-0.627260840700255,0.259036525895141,0.170968542495694,14.9807275386445,15.310244,NA,NA,NA,-7,18,US-Vcp,2011,35.8624,-106.5974,2485.37,ENF
3.85211189947145,0.157076801466466,yes,yes,0.00667677705893482,yes,-0.528758625478839,0.23775812685882,0.199090549635019,16.3301480644027,17.321,NA,NA,NA,-7,18,US-Vcp,2012,35.8624,-106.5974,2485.37,ENF
2.78899542103243,0.19606282161352,yes,yes,0.00768464297988718,yes,0.444058086637233,0.290380277901358,0.225936990505479,14.5281237664352,14.683144,NA,NA,NA,-7,18,US-Vcp,2013,35.8624,-106.5974,2485.37,ENF
2.46680972428653,0.20268752144331,yes,yes,0.00075139213159801,yes,-0.62631962563785,0.269039333814259,0.197775127078259,14.4949628093958,14.23714,NA,NA,NA,-7,18,US-Vcp,2014,35.8624,-106.5974,2485.37,ENF
2.11437030697136,0.266370662384501,yes,yes,0.000995775071565773,yes,-0.620660426072708,0.395173787437167,0.239092789360844,15.3038827807721,16.250875,NA,NA,NA,-7,18,US-Vcp,2015,35.8624,-106.5974,2485.37,ENF
3.00014638839235,0.176459968616745,yes,yes,0.000801657701489115,yes,-0.670261129313174,0.258202807616709,0.183716021379245,15.7831349638063,17.449181,NA,NA,NA,-7,18,US-Vcp,2016,35.8624,-106.5974,2485.37,ENF
2.67275609837268,0.198481317450659,yes,yes,0.00866865214246113,yes,-0.561831196122491,0.339352528173633,0.187618550197403,17.5931732318111,18.00048,NA,NA,NA,-7,18,US-Vcp,2017,35.8624,-106.5974,2485.37,ENF
3.61685853959013,0.193449803520614,yes,yes,0.000668147723096132,yes,-0.755950258017231,0.229078426516802,0.226740172929492,17.5755919741645,16.6289,NA,NA,NA,-7,18,US-Vcp,2018,35.8624,-106.5974,2485.37,ENF
2.80106606705652,0.20279022576257,yes,yes,0.000740185117845739,yes,-0.742565121221185,0.305924725998619,0.220729416486634,13.9945743957756,15.72195,NA,NA,NA,-7,18,US-Vcp,2019,35.8624,-106.5974,2485.37,ENF
3.20549789935593,0.140919284407647,yes,yes,0.000690970822592921,yes,-0.693841844164779,0.230745482972362,0.160440369246601,14.2130223431471,15.42912,NA,NA,NA,-7,18,US-Vcp,2020,35.8624,-106.5974,2485.37,ENF
2.76060246708594,0.15970115344184,yes,yes,0.000686958059641926,yes,-0.63313121431012,0.209284257179052,0.176108054440178,12.6133093655655,14.582274,NA,NA,NA,-7,18,US-Vcp,2021,35.8624,-106.5974,2485.37,ENF
3.06555166954252,0.221876134069442,yes,yes,0.000779631069989286,yes,-0.705368617453869,0.252837237102619,0.35005833984088,19.9800481892568,19.744032,NA,NA,NA,-7,18,US-Vcp,2022,35.8624,-106.5974,2485.37,ENF
2.79191996967525,0.194216350601837,yes,yes,0.000816924671059557,yes,-0.69921028246008,0.313459981050611,0.184304940858668,16.0207922272186,17.723378,NA,NA,NA,-7,18,US-Vcp,2023,35.8624,-106.5974,2485.37,ENF
3.88080250534848,0.208751469574686,yes,yes,0.000717033847090971,yes,-0.831460539246099,0.287953427840229,0.198932184157222,19.3928664903664,19.947196,NA,NA,NA,-7,18,US-Vcp,2024,35.8624,-106.5974,2485.37,ENF
